Causas (lista reducida);Sexo;Edad;Lugar de residencia;Total
092 Caídas accidentales;Mujeres;De 45 a 49 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 50 a 54 años;Mismo municipio;8
092 Caídas accidentales;Mujeres;De 50 a 54 años;Otro municipio de la misma provincia;5
092 Caídas accidentales;Mujeres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 50 a 54 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 50 a 54 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 55 a 59 años;Mismo municipio;6
092 Caídas accidentales;Mujeres;De 55 a 59 años;Otro municipio de la misma provincia;6
092 Caídas accidentales;Mujeres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 55 a 59 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 55 a 59 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 60 a 64 años;Mismo municipio;11
092 Caídas accidentales;Mujeres;De 60 a 64 años;Otro municipio de la misma provincia;3
092 Caídas accidentales;Mujeres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;2
092 Caídas accidentales;Mujeres;De 60 a 64 años;Otra Comunidad Autónoma;0
092 Caídas accidentales;Mujeres;De 60 a 64 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 65 a 69 años;Mismo municipio;19
092 Caídas accidentales;Mujeres;De 65 a 69 años;Otro municipio de la misma provincia;15
092 Caídas accidentales;Mujeres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 65 a 69 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Mujeres;De 65 a 69 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 70 a 74 años;Mismo municipio;36
092 Caídas accidentales;Mujeres;De 70 a 74 años;Otro municipio de la misma provincia;33
092 Caídas accidentales;Mujeres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 70 a 74 años;Otra Comunidad Autónoma;1
092 Caídas accidentales;Mujeres;De 70 a 74 años;Extranjero;3
092 Caídas accidentales;Mujeres;De 75 a 79 años;Mismo municipio;64
092 Caídas accidentales;Mujeres;De 75 a 79 años;Otro municipio de la misma provincia;55
092 Caídas accidentales;Mujeres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;4
092 Caídas accidentales;Mujeres;De 75 a 79 años;Otra Comunidad Autónoma;2
092 Caídas accidentales;Mujeres;De 75 a 79 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 80 a 84 años;Mismo municipio;147
092 Caídas accidentales;Mujeres;De 80 a 84 años;Otro municipio de la misma provincia;102
092 Caídas accidentales;Mujeres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;6
092 Caídas accidentales;Mujeres;De 80 a 84 años;Otra Comunidad Autónoma;6
092 Caídas accidentales;Mujeres;De 80 a 84 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 85 a 89 años;Mismo municipio;205
092 Caídas accidentales;Mujeres;De 85 a 89 años;Otro municipio de la misma provincia;141
092 Caídas accidentales;Mujeres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;11
092 Caídas accidentales;Mujeres;De 85 a 89 años;Otra Comunidad Autónoma;13
092 Caídas accidentales;Mujeres;De 85 a 89 años;Extranjero;0
092 Caídas accidentales;Mujeres;De 90 a 94 años;Mismo municipio;204
092 Caídas accidentales;Mujeres;De 90 a 94 años;Otro municipio de la misma provincia;104
092 Caídas accidentales;Mujeres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;11
092 Caídas accidentales;Mujeres;De 90 a 94 años;Otra Comunidad Autónoma;7
092 Caídas accidentales;Mujeres;De 90 a 94 años;Extranjero;1
092 Caídas accidentales;Mujeres;De 95 años y más;Mismo municipio;101
092 Caídas accidentales;Mujeres;De 95 años y más;Otro municipio de la misma provincia;39
092 Caídas accidentales;Mujeres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;2
092 Caídas accidentales;Mujeres;De 95 años y más;Otra Comunidad Autónoma;3
092 Caídas accidentales;Mujeres;De 95 años y más;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;Mismo municipio;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;Otro municipio de la misma provincia;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;Mismo municipio;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;Otro municipio de la misma provincia;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;Otra Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;Extranjero;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;Mismo municipio;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;Otro municipio de la misma provincia;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;Mismo municipio;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;Otro municipio de la misma provincia;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;Extranjero;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;Mismo municipio;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;Otro municipio de la misma provincia;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;Otra Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;Extranjero;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;Mismo municipio;7
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;Otro municipio de la misma provincia;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;Otra Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;Extranjero;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;Mismo municipio;8
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;Otro municipio de la misma provincia;9
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;Extranjero;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;Mismo municipio;11
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;Otro municipio de la misma provincia;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;Otra Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;Extranjero;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;Mismo municipio;12
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;Otro municipio de la misma provincia;11
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;Extranjero;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;Mismo municipio;19
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;Otro municipio de la misma provincia;11
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;Otra Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;Extranjero;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;Mismo municipio;37
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;Otro municipio de la misma provincia;9
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;Otra Comunidad Autónoma;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;Extranjero;7
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;Mismo municipio;25
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;14
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;Extranjero;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;Mismo municipio;33
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;16
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;Extranjero;10
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;Mismo municipio;38
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;17
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;Extranjero;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;Mismo municipio;40
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;24
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;Otra Comunidad Autónoma;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;Extranjero;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;Mismo municipio;49
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;Otro municipio de la misma provincia;40
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;Otra Comunidad Autónoma;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;Extranjero;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;Mismo municipio;55
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;Otro municipio de la misma provincia;42
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;Otra Comunidad Autónoma;10
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;Extranjero;6
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;Mismo municipio;119
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;Otro municipio de la misma provincia;66
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;Otra Comunidad Autónoma;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;Extranjero;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;Mismo municipio;137
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;Otro municipio de la misma provincia;101
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;Otra Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;Extranjero;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;Mismo municipio;116
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;Otro municipio de la misma provincia;75
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;Otra Comunidad Autónoma;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;Mismo municipio;55
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;Otro municipio de la misma provincia;23
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;Otra Comunidad Autónoma;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;Mismo municipio;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;Otro municipio de la misma provincia;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Menores de 1 año;Extranjero;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;Mismo municipio;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;Otro municipio de la misma provincia;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;Otra Comunidad Autónoma;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 1 a 4 años;Extranjero;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 5 a 9 años;Mismo municipio;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;De 5 a 9 años;Otro municipio de la misma provincia;2
